id,requirement
QuRE-2076,"For special applications, a0 shall be considered to be programmable at end of line."
QuRE-2077,"Remark: ""Power supply Radom Heating 0.75 millimetres ² only active in special conditions"" In case of short circuit up to 36 ampere could occur over connector pins and cable harness."
QuRE-2078,PWM-Output Radom-Heating only active in special conditions In case of short circuit up to 36 ampere could occur over connector pins and cable harness. ''
QuRE-2079,"- special high data rate cable (separate to the Sensor Ethernet connecting to the vehicle bus, i.e. separate LVDS / Ethernet line)"
QuRE-2080,"If special issues (i.e. ghost targets, antenna related issus, object separation) require raw data, at least 1 car shall be suitable to support that mode with any radar sample."
QuRE-2081,"All need for action for OEMMLER resulting from the consideration of special characteristics (e.g. safety-critical, certification-relevant) must be provided to OEMMLER by the supplier in a written summary."
QuRE-2082,Special case: next nearest (hidden) lateral object
QuRE-2083,"Beyond this, it may be necessary to identify and label relevant special features as per Chapter LH-193 `` Safety and Certification Relevant Features ''."
QuRE-2084,For this reason a special kind of ``resistor diagnosis'' should be implemented.
QuRE-2085,Amp shut down by special CAN message (emergency shut down)
QuRE-2086,"The selected design points include typical FCS operation points (no 1 -10), special FCS operating points (no 11 -14) and stop mode (15)."
QuRE-2087,"In order to spare fuel, a special functionality called ``sailing'' must be provided."
QuRE-2088,Special Values:
QuRE-2089,Special Case: Postrun (Afterrun)
QuRE-2090,Signal behavior after power-on: `` Real/special value/not available ''
QuRE-2091,Signal behavior with missing input parameters: ``Special value / not available''
QuRE-2092,Special conditions for the transmission of real values: `` ... ''
QuRE-2093,Signal content to be assumed in the event of message failure: ``Special value / not available''
QuRE-2094,"Since CAN communication errors in case of ``Ignition Status NOT equal ON'' are basically not considered and stored, for the Partial Network Operation a special CAN signal was introduced: 222-EMM_Data1_AR / Bus_Actv_Stat (message 0x2FA), 166-ECM_A13 / Bus_Actv_Stat (message 0x226)."
QuRE-2095,"See definition ``Special features (, )''"
QuRE-2096,Component and subcomponents must be according to special provision 230 of UN Orange Book in the most recent version.
QuRE-2097,"These modes are ``standard mode'', ``standby/sleep'' and ``special function''."
QuRE-2098,Special conditions for sending real values: None
QuRE-2099,"4. Special functions: The air-condition application provides access to all other features of the climate control system: e.g. demist windows, air-recirculation, air ionization, residual heat control, preconditioning, etc."
QuRE-2100,Remark: This includes special adjustments (e.g. mute behavior) for audio connection.
QuRE-2101,Remark: `` Power supply Radom Heating 0.75 millimetres Â² only active in special conditions ''
QuRE-2102,The output of an object of interest (with PreSelect) may be restricted to special driving situations and has to be agreed with the client.
QuRE-2103,The output of an oncoming object classified as object of interest may restricted to special driving situations and have to be coordinated with the client.
QuRE-2104,"To avoid the connercoter cables slipping away into the mounting slot while mounting the component, special measures shall be agreed between component supplier and client."
QuRE-2105,Test temperature: Maximum sensor front membrane temperature (based on measurement at the target engine with special sensor sample which have to delivered by the supplier).
QuRE-2106,The contractor is obliged to adopt the identification of special features for this component according to the client 's definition in its production documents based on the requirements of : 2002.
QuRE-2107,Special hardware decoders shall only be used and agreed by the client in case the performance of the Main CPU does not allow software decoding.
QuRE-2108,"If requested the component shall have algorithms for aligment within the factory under special conditions, e.g. defined radar target, etc. In the following the necessary requirement for such an algorithm are described."
QuRE-2109,"In very special cases it might be acceptable that the supplier replies with a qualified status message, e.g. in case of a complex problem during investigation."
QuRE-2110,"The contractor shall be prepared that the client has the right to require additionally some special solutions for programming persistent ECU memories (e.g., for updating navigation maps)."
QuRE-2111,"In case the OEM insist on the usage of a special third party SW (e.g. Gracenote), OEM will provide a licence."
QuRE-2112,Special treatment of the magnets e.g. coating shall be presented to and agreed from OEM.
QuRE-2113,"There are special situations where mode change is allowed without CAN commanding (e.g. crash, DC / DC converter error, interlock fault...)"
QuRE-2114,"In developing the technical concepts for manufacturing and tools, the contractor shall take into account the quantity of replacement parts required for the life cycle as well as special replacement parts procurement requirements (e.g. manufacturing one part of a pair, extracting individual parts for after-sales needs, etc.)."
QuRE-2115,The performance requirements for traffic light recognition shall be fulfilled independent of whether some or all of the traffic lights in a traffic lights assembly have special shapes (e.g. directional arrows).
QuRE-2116,This describes the typical test environment for principal development of the component functions and adaptation of the component to different vehicle types and for component testing in special conditions e.g. '' Enduranceâ?-vehicle tests.
